"","X","is.HVG"
"AC007193.2","AC007193.2",FALSE
"PPP5C","PPP5C",FALSE
"AC007193.1","AC007193.1",FALSE
"AC007193.3","AC007193.3",FALSE
"CCDC8","CCDC8",FALSE
"PNMA8C","PNMA8C",FALSE
"PNMA8A","PNMA8A",FALSE
"PPP5D1","PPP5D1",FALSE
"PNMA8B","PNMA8B",FALSE
"AC011484.1","AC011484.1",FALSE
"AC093503.1","AC093503.1",FALSE
"CALM3","CALM3",FALSE
"AC093503.2","AC093503.2",FALSE
"PTGIR","PTGIR",FALSE
"GNG8","GNG8",FALSE
"DACT3","DACT3",FALSE
"DACT3-AS1","DACT3-AS1",FALSE
"PRKD2","PRKD2",FALSE
"STRN4","STRN4",FALSE
"AC008635.1","AC008635.1",FALSE
"FKRP","FKRP",FALSE
"SLC1A5","SLC1A5",FALSE
"AC008622.2","AC008622.2",FALSE
"AP2S1","AP2S1",FALSE
"ARHGAP35","ARHGAP35",FALSE
"NPAS1","NPAS1",FALSE
"TMEM160","TMEM160",FALSE
"ZC3H4","ZC3H4",FALSE
"SAE1","SAE1",FALSE
"BBC3","BBC3",FALSE
"AC008532.1","AC008532.1",FALSE
"CCDC9","CCDC9",FALSE
"INAFM1","INAFM1",TRUE
"C5AR1","C5AR1",FALSE
"C5AR2","C5AR2",FALSE
"DHX34","DHX34",FALSE
"MEIS3","MEIS3",FALSE
"SLC8A2","SLC8A2",FALSE
"AC073548.2","AC073548.2",FALSE
"KPTN","KPTN",FALSE
"NAPA-AS1","NAPA-AS1",FALSE
"NAPA","NAPA",FALSE
"ZNF541","ZNF541",FALSE
"AC010519.1","AC010519.1",FALSE
"AC010331.1","AC010331.1",FALSE
"BICRA","BICRA",FALSE
"BICRA-AS1","BICRA-AS1",FALSE
"EHD2","EHD2",TRUE
"NOP53","NOP53",FALSE
"NOP53-AS1","NOP53-AS1",FALSE
"SELENOW","SELENOW",FALSE
"TPRX1","TPRX1",FALSE
"CRX","CRX",FALSE
"LINC01595","LINC01595",FALSE
"SULT2A1","SULT2A1",FALSE
"BSPH1","BSPH1",FALSE
"ELSPBP1","ELSPBP1",FALSE
"CABP5","CABP5",FALSE
"PLA2G4C","PLA2G4C",FALSE
"PLA2G4C-AS1","PLA2G4C-AS1",FALSE
"LIG1","LIG1",FALSE
"AC011466.3","AC011466.3",FALSE
"AC011466.2","AC011466.2",FALSE
"ZSWIM9","ZSWIM9",FALSE
"CARD8","CARD8",FALSE
"AC011466.1","AC011466.1",FALSE
"CARD8-AS1","CARD8-AS1",FALSE
"ZNF114-AS1","ZNF114-AS1",FALSE
"ZNF114","ZNF114",FALSE
"CCDC114","CCDC114",FALSE
"EMP3","EMP3",TRUE
"TMEM143","TMEM143",FALSE
"SYNGR4","SYNGR4",FALSE
"KDELR1","KDELR1",FALSE
"GRIN2D","GRIN2D",FALSE
"GRWD1","GRWD1",FALSE
"KCNJ14","KCNJ14",FALSE
"AC008403.2","AC008403.2",FALSE
"CYTH2","CYTH2",FALSE
"LMTK3","LMTK3",FALSE
"AC008403.3","AC008403.3",FALSE
"SULT2B1","SULT2B1",FALSE
"FAM83E","FAM83E",FALSE
"SPACA4","SPACA4",FALSE
"RPL18","RPL18",FALSE
"AC022154.1","AC022154.1",FALSE
"SPHK2","SPHK2",FALSE
"DBP","DBP",FALSE
"CA11","CA11",FALSE
"NTN5","NTN5",FALSE
"FUT2","FUT2",FALSE
"MAMSTR","MAMSTR",FALSE
"RASIP1","RASIP1",FALSE
"IZUMO1","IZUMO1",FALSE
"FUT1","FUT1",FALSE
"FGF21","FGF21",FALSE
"BCAT2","BCAT2",TRUE
"AC026803.3","AC026803.3",FALSE
"HSD17B14","HSD17B14",FALSE
"PLEKHA4","PLEKHA4",TRUE
"PPP1R15A","PPP1R15A",FALSE
"TULP2","TULP2",FALSE
"NUCB1","NUCB1",FALSE
"NUCB1-AS1","NUCB1-AS1",FALSE
"AC026803.1","AC026803.1",FALSE
"DHDH","DHDH",FALSE
"BAX","BAX",FALSE
"AC026803.2","AC026803.2",FALSE
"FTL","FTL",TRUE
"GYS1","GYS1",FALSE
"RUVBL2","RUVBL2",FALSE
"LHB","LHB",FALSE
"AC008687.4","AC008687.4",FALSE
"CGB3","CGB3",FALSE
"CGB2","CGB2",FALSE
"CGB1","CGB1",FALSE
"CGB5","CGB5",FALSE
"CGB8","CGB8",FALSE
"CGB7","CGB7",FALSE
"AC008687.2","AC008687.2",FALSE
"NTF4","NTF4",FALSE
"AC008687.3","AC008687.3",FALSE
"KCNA7","KCNA7",FALSE
"SNRNP70","SNRNP70",FALSE
"LIN7B","LIN7B",FALSE
"C19orf73","C19orf73",FALSE
"PPFIA3","PPFIA3",FALSE
"HRC","HRC",FALSE
"TRPM4","TRPM4",FALSE
"SLC6A16","SLC6A16",FALSE
"AC011450.1","AC011450.1",FALSE
"CD37","CD37",TRUE
"TEAD2","TEAD2",FALSE
"AC010524.1","AC010524.1",FALSE
"DKKL1","DKKL1",FALSE
"AC010643.1","AC010643.1",FALSE
"CCDC155","CCDC155",FALSE
"PTH2","PTH2",FALSE
"GFY","GFY",FALSE
"SLC17A7","SLC17A7",FALSE
"PIH1D1","PIH1D1",FALSE
"ALDH16A1","ALDH16A1",FALSE
"FLT3LG","FLT3LG",FALSE
"RPL13A","RPL13A",FALSE
"RPS11","RPS11",FALSE
"FCGRT","FCGRT",FALSE
"RCN3","RCN3",TRUE
"NOSIP","NOSIP",FALSE
"PRRG2","PRRG2",FALSE
"PRR12","PRR12",FALSE
"AC011495.2","AC011495.2",FALSE
"RRAS","RRAS",TRUE
"SCAF1","SCAF1",FALSE
"IRF3","IRF3",FALSE
"BCL2L12","BCL2L12",FALSE
"PRMT1","PRMT1",FALSE
"ADM5","ADM5",FALSE
"AC011495.3","AC011495.3",FALSE
"CPT1C","CPT1C",FALSE
"TSKS","TSKS",FALSE
"AP2A1","AP2A1",FALSE
"FUZ","FUZ",FALSE
"AC006942.1","AC006942.1",FALSE
"MED25","MED25",FALSE
"PTOV1-AS1","PTOV1-AS1",FALSE
"PTOV1","PTOV1",FALSE
"AC018766.1","AC018766.1",FALSE
"PTOV1-AS2","PTOV1-AS2",FALSE
"PNKP","PNKP",FALSE
"AKT1S1","AKT1S1",FALSE
"TBC1D17","TBC1D17",FALSE
"IL4I1","IL4I1",FALSE
"NUP62","NUP62",FALSE
"ATF5","ATF5",FALSE
"SIGLEC11","SIGLEC11",FALSE
"VRK3","VRK3",FALSE
"ZNF473","ZNF473",FALSE
"AC010624.3","AC010624.3",FALSE
"AC010624.1","AC010624.1",FALSE
"AC010624.2","AC010624.2",FALSE
"AC010624.5","AC010624.5",FALSE
"IZUMO2","IZUMO2",FALSE
"MYH14","MYH14",FALSE
"AC008655.1","AC008655.1",FALSE
"KCNC3","KCNC3",FALSE
"NR1H2","NR1H2",FALSE
"NAPSA","NAPSA",FALSE
"AC008655.2","AC008655.2",FALSE
"POLD1","POLD1",FALSE
"SPIB","SPIB",FALSE
"MYBPC2","MYBPC2",FALSE
"FAM71E1","FAM71E1",FALSE
"EMC10","EMC10",FALSE
"AC020909.3","AC020909.3",FALSE
"AC020909.2","AC020909.2",FALSE
"JOSD2","JOSD2",FALSE
"ASPDH","ASPDH",FALSE
"LRRC4B","LRRC4B",FALSE
"AC008743.1","AC008743.1",FALSE
"SYT3","SYT3",FALSE
"C19orf81","C19orf81",FALSE
"SHANK1","SHANK1",FALSE
"CLEC11A","CLEC11A",TRUE
"GPR32","GPR32",FALSE
"AC010325.1","AC010325.1",FALSE
"ACP4","ACP4",FALSE
"AC010325.2","AC010325.2",FALSE
"C19orf48","C19orf48",FALSE
"KLK1","KLK1",FALSE
"KLK15","KLK15",FALSE
"AC011523.1","AC011523.1",FALSE
"KLK3","KLK3",FALSE
"KLK2","KLK2",FALSE
"KLK4","KLK4",FALSE
"KLK5","KLK5",FALSE
"AC011483.2","AC011483.2",FALSE
"KLK6","KLK6",FALSE
"AC011483.1","AC011483.1",FALSE
"KLK7","KLK7",FALSE
"KLK8","KLK8",FALSE
"KLK9","KLK9",FALSE
"KLK10","KLK10",FALSE
"AC011473.2","AC011473.2",FALSE
"KLK11","KLK11",FALSE
"KLK12","KLK12",FALSE
"AC011473.3","AC011473.3",FALSE
"AC011473.1","AC011473.1",FALSE
"KLK13","KLK13",FALSE
"KLK14","KLK14",FALSE
"CTU1","CTU1",FALSE
"SIGLEC9","SIGLEC9",FALSE
"SIGLEC7","SIGLEC7",FALSE
"AC063977.6","AC063977.6",FALSE
"CD33","CD33",FALSE
"SIGLECL1","SIGLECL1",FALSE
"AC063977.3","AC063977.3",FALSE
"LINC01872","LINC01872",FALSE
"IGLON5","IGLON5",FALSE
"VSIG10L","VSIG10L",FALSE
"AC008750.3","AC008750.3",FALSE
"AC008750.4","AC008750.4",FALSE
"ETFB","ETFB",FALSE
"AC008750.5","AC008750.5",FALSE
"CLDND2","CLDND2",FALSE
"NKG7","NKG7",FALSE
"LIM2","LIM2",FALSE
"C19orf84","C19orf84",FALSE
"AC008750.7","AC008750.7",FALSE
"SIGLEC10","SIGLEC10",FALSE
"AC008750.1","AC008750.1",FALSE
"AC008750.2","AC008750.2",FALSE
"SIGLEC8","SIGLEC8",FALSE
"CEACAM18","CEACAM18",FALSE
"SIGLEC12","SIGLEC12",FALSE
"SIGLEC6","SIGLEC6",FALSE
"AC020914.1","AC020914.1",FALSE
"ZNF175","ZNF175",FALSE
"AC018755.1","AC018755.1",FALSE
"SIGLEC5","SIGLEC5",FALSE
"AC018755.4","AC018755.4",FALSE
"SIGLEC14","SIGLEC14",FALSE
"SPACA6P-AS","SPACA6P-AS",FALSE
"SPACA6","SPACA6",FALSE
"HAS1","HAS1",FALSE
"FPR1","FPR1",FALSE
"FPR2","FPR2",FALSE
"AC018755.5","AC018755.5",FALSE
"FPR3","FPR3",FALSE
"ZNF577","ZNF577",FALSE
"AC006272.1","AC006272.1",FALSE
"ZNF649-AS1","ZNF649-AS1",FALSE
"ZNF649","ZNF649",FALSE
"ZNF613","ZNF613",FALSE
"ZNF350-AS1","ZNF350-AS1",FALSE
"ZNF350","ZNF350",FALSE
"ZNF615","ZNF615",FALSE
"ZNF614","ZNF614",FALSE
"ZNF432","ZNF432",FALSE
"AC011468.5","AC011468.5",FALSE
"AC011468.1","AC011468.1",FALSE
"ZNF841","ZNF841",FALSE
"ZNF616","ZNF616",FALSE
"AC011468.3","AC011468.3",FALSE
"ZNF836","ZNF836",FALSE
"AC010320.1","AC010320.1",FALSE
"PPP2R1A","PPP2R1A",FALSE
"AC010320.2","AC010320.2",FALSE
"ZNF766","ZNF766",FALSE
"AC010320.3","AC010320.3",FALSE
"ZNF480","ZNF480",FALSE
"AC010320.4","AC010320.4",FALSE
"ZNF610","ZNF610",FALSE
"ZNF880","ZNF880",FALSE
"ZNF528-AS1","ZNF528-AS1",FALSE
"ZNF528","ZNF528",FALSE
"ZNF534","ZNF534",FALSE
"ZNF578","ZNF578",FALSE
"AC010332.3","AC010332.3",FALSE
"AC022150.3","AC022150.3",FALSE
"ZNF808","ZNF808",FALSE
"ZNF701","ZNF701",FALSE
"AC022150.1","AC022150.1",FALSE
"ZNF83","ZNF83",FALSE
"AC022150.2","AC022150.2",FALSE
"AC022150.4","AC022150.4",FALSE
"ZNF611","ZNF611",FALSE
"ZNF600","ZNF600",FALSE
"ZNF28","ZNF28",FALSE
"ZNF468","ZNF468",FALSE
"ZNF320","ZNF320",FALSE
"ZNF888","ZNF888",FALSE
"AC010487.2","AC010487.2",FALSE
"ZNF816","ZNF816",FALSE
"AC010328.1","AC010328.1",FALSE
"ERVV-1","ERVV-1",FALSE
"ERVV-2","ERVV-2",FALSE
"ZNF160","ZNF160",FALSE
"ZNF415","ZNF415",FALSE
"ZNF347","ZNF347",FALSE
"ZNF665","ZNF665",FALSE
"AC092070.1","AC092070.1",FALSE
"ZNF677","ZNF677",FALSE
"AC092070.3","AC092070.3",FALSE
"VN1R2","VN1R2",FALSE
"VN1R4","VN1R4",FALSE
"AC092070.4","AC092070.4",FALSE
"ZNF845","ZNF845",FALSE
"ZNF525","ZNF525",FALSE
"ZNF765","ZNF765",FALSE
"AC022137.4","AC022137.4",FALSE
"ZNF761","ZNF761",FALSE
"ZNF813","ZNF813",FALSE
"ZNF331","ZNF331",TRUE
"DPRX","DPRX",FALSE
"AC011453.1","AC011453.1",FALSE
"AC008753.3","AC008753.3",FALSE
"AC008753.2","AC008753.2",FALSE
"NLRP12","NLRP12",FALSE
"AC008440.1","AC008440.1",FALSE
"MYADM","MYADM",TRUE
"AC008440.2","AC008440.2",FALSE
"PRKCG","PRKCG",FALSE
"CACNG7","CACNG7",FALSE
"CACNG8","CACNG8",FALSE
"CACNG6","CACNG6",FALSE
"VSTM1","VSTM1",FALSE
"TARM1","TARM1",FALSE
"OSCAR","OSCAR",FALSE
"NDUFA3","NDUFA3",FALSE
"TFPT","TFPT",FALSE
"PRPF31","PRPF31",FALSE
"AC245052.4","AC245052.4",FALSE
"CNOT3","CNOT3",FALSE
"LENG1","LENG1",FALSE
"TMC4","TMC4",FALSE
"MBOAT7","MBOAT7",FALSE
"TSEN34","TSEN34",FALSE
"AC245052.1","AC245052.1",FALSE
"RPS9","RPS9",FALSE
"LILRB3","LILRB3",FALSE
"AC245052.7","AC245052.7",FALSE
"LILRA6","LILRA6",FALSE
"LILRB5","LILRB5",TRUE
"LILRB2","LILRB2",FALSE
"LILRA5","LILRA5",FALSE
"LILRA4","LILRA4",FALSE
"LAIR1","LAIR1",TRUE
"TTYH1","TTYH1",FALSE
"AC245884.1","AC245884.1",FALSE
"AC245884.9","AC245884.9",FALSE
"AC245884.10","AC245884.10",FALSE
"AC245884.8","AC245884.8",FALSE
"LENG8-AS1","LENG8-AS1",FALSE
"LENG8","LENG8",FALSE
"LENG9","LENG9",FALSE
"CDC42EP5","CDC42EP5",FALSE
"LAIR2","LAIR2",FALSE
"LILRA2","LILRA2",FALSE
"AC245036.5","AC245036.5",FALSE
"LILRA1","LILRA1",FALSE
"LILRB1","LILRB1",FALSE
"LILRB1-AS1","LILRB1-AS1",FALSE
"LILRB4","LILRB4",FALSE
"KIR3DL3","KIR3DL3",FALSE
"KIR2DL3","KIR2DL3",FALSE
"KIR2DL1","KIR2DL1",FALSE
"KIR2DL4","KIR2DL4",FALSE
"KIR3DL1","KIR3DL1",FALSE
"KIR3DL2","KIR3DL2",FALSE
"FCAR","FCAR",FALSE
"AC245128.3","AC245128.3",FALSE
"NCR1","NCR1",FALSE
"NLRP7","NLRP7",FALSE
"NLRP2","NLRP2",FALSE
"AC011476.3","AC011476.3",FALSE
"GP6","GP6",FALSE
"RDH13","RDH13",FALSE
"EPS8L1","EPS8L1",FALSE
"PPP1R12C","PPP1R12C",FALSE
"AC010327.8","AC010327.8",FALSE
"TNNT1","TNNT1",FALSE
"TNNI3","TNNI3",FALSE
"DNAAF3","DNAAF3",FALSE
"AC010327.4","AC010327.4",FALSE
"SYT5","SYT5",FALSE
"PTPRH","PTPRH",FALSE
"AC010327.7","AC010327.7",FALSE
"AC010327.5","AC010327.5",FALSE
"TMEM86B","TMEM86B",FALSE
"PPP6R1","PPP6R1",FALSE
"HSPBP1","HSPBP1",FALSE
"BRSK1","BRSK1",FALSE
"AC020922.2","AC020922.2",FALSE
"TMEM150B","TMEM150B",FALSE
"AC020922.4","AC020922.4",FALSE
"KMT5C","KMT5C",FALSE
"COX6B2","COX6B2",FALSE
"FAM71E2","FAM71E2",FALSE
"IL11","IL11",FALSE
"TMEM190","TMEM190",TRUE
"AC020922.3","AC020922.3",FALSE
"TMEM238","TMEM238",FALSE
"RPL28","RPL28",FALSE
"UBE2S","UBE2S",FALSE
"SHISA7","SHISA7",FALSE
"ISOC2","ISOC2",FALSE
"C19orf85","C19orf85",FALSE
"AC008735.3","AC008735.3",FALSE
"ZNF628","ZNF628",FALSE
"NAT14","NAT14",FALSE
"SSC5D","SSC5D",TRUE
"SBK2","SBK2",FALSE
"SBK3","SBK3",FALSE
"ZNF579","ZNF579",FALSE
"FIZ1","FIZ1",FALSE
"ZNF524","ZNF524",FALSE
"ZNF865","ZNF865",FALSE
"AC008735.4","AC008735.4",FALSE
"ZNF784","ZNF784",FALSE
"ZNF580","ZNF580",FALSE
"ZNF581","ZNF581",FALSE
"CCDC106","CCDC106",FALSE
"U2AF2","U2AF2",FALSE
"AC008735.2","AC008735.2",FALSE
"AC008735.1","AC008735.1",FALSE
"EPN1","EPN1",FALSE
"AC010525.1","AC010525.1",FALSE
"NLRP9","NLRP9",FALSE
"RFPL4A","RFPL4A",FALSE
"RFPL4AL1","RFPL4AL1",FALSE
"NLRP11","NLRP11",FALSE
"NLRP4","NLRP4",FALSE
"NLRP13","NLRP13",FALSE
"NLRP8","NLRP8",FALSE
"NLRP5","NLRP5",FALSE
"LINC01864","LINC01864",FALSE
"ZNF787","ZNF787",FALSE
"ZNF444","ZNF444",FALSE
"GALP","GALP",FALSE
"ZSCAN5B","ZSCAN5B",FALSE
"ZSCAN5C","ZSCAN5C",FALSE
"ZSCAN5A","ZSCAN5A",FALSE
"EDDM13","EDDM13",FALSE
"AC006116.5","AC006116.5",FALSE
"AC006116.8","AC006116.8",FALSE
"AC006116.6","AC006116.6",FALSE
"AC006116.9","AC006116.9",FALSE
"ZNF582","ZNF582",FALSE
"AC006116.10","AC006116.10",FALSE
"AC006116.11","AC006116.11",FALSE
"AC006116.4","AC006116.4",FALSE
"ZNF582-AS1","ZNF582-AS1",FALSE
"ZNF583","ZNF583",FALSE
"ZNF667","ZNF667",FALSE
"ZNF667-AS1","ZNF667-AS1",FALSE
"ZNF471","ZNF471",FALSE
"AC005498.1","AC005498.1",FALSE
"AC005498.2","AC005498.2",FALSE
"ZFP28","ZFP28",FALSE
"AC005498.3","AC005498.3",FALSE
"ZNF470","ZNF470",FALSE
"ZNF71","ZNF71",FALSE
"SMIM17","SMIM17",FALSE
"ZNF835","ZNF835",FALSE
"AC006115.2","AC006115.2",FALSE
"ZIM2","ZIM2",FALSE
"PEG3","PEG3",FALSE
"MIMT1","MIMT1",FALSE
"USP29","USP29",FALSE
"ZIM3","ZIM3",FALSE
"DUXA","DUXA",FALSE
"ZNF264","ZNF264",FALSE
"AURKC","AURKC",FALSE
"ZNF805","ZNF805",FALSE
"AC005261.3","AC005261.3",FALSE
"ZNF460-AS1","ZNF460-AS1",FALSE
"ZNF460","ZNF460",FALSE
"AC005261.1","AC005261.1",FALSE
"ZNF543","ZNF543",FALSE
"AC005261.2","AC005261.2",FALSE
"ZNF304","ZNF304",FALSE
"ZNF547","ZNF547",FALSE
"TRAPPC2B","TRAPPC2B",FALSE
"ZNF548","ZNF548",FALSE
"ZNF17","ZNF17",FALSE
"ZNF749","ZNF749",FALSE
"AC004076.2","AC004076.2",FALSE
"VN1R1","VN1R1",FALSE
"ZNF772","ZNF772",FALSE
"AC003005.2","AC003005.2",FALSE
"ZNF419","ZNF419",FALSE
"ZNF773","ZNF773",FALSE
"ZNF549","ZNF549",FALSE
"ZNF550","ZNF550",FALSE
"ZNF416","ZNF416",FALSE
"ZIK1","ZIK1",FALSE
"ZNF530","ZNF530",FALSE
"ZNF134","ZNF134",FALSE
"AC003682.1","AC003682.1",FALSE
"ZNF211","ZNF211",FALSE
"ZSCAN4","ZSCAN4",FALSE
"ZNF551","ZNF551",FALSE
"ZNF154","ZNF154",FALSE
"ZNF671","ZNF671",FALSE
"ZNF776","ZNF776",FALSE
"ZNF586","ZNF586",FALSE
"ZNF552","ZNF552",FALSE
"ZNF587B","ZNF587B",FALSE
"ZNF814","ZNF814",FALSE
"ZNF587","ZNF587",FALSE
"AC010326.3","AC010326.3",FALSE
"ZNF417","ZNF417",FALSE
"ZNF418","ZNF418",FALSE
"ZNF256","ZNF256",FALSE
"C19orf18","C19orf18",FALSE
"ZNF606","ZNF606",FALSE
"AC008969.1","AC008969.1",FALSE
"AC008969.2","AC008969.2",FALSE
"ZSCAN1","ZSCAN1",FALSE
"ZNF135","ZNF135",FALSE
"ZSCAN18","ZSCAN18",FALSE
"ZNF329","ZNF329",FALSE
"AC008751.3","AC008751.3",FALSE
"ZNF274","ZNF274",FALSE
"ZNF544","ZNF544",FALSE
"AC020915.2","AC020915.2",FALSE
"AC020915.1","AC020915.1",FALSE
"ZNF8","ZNF8",FALSE
"ERVK3-1","ERVK3-1",FALSE
"AC010642.2","AC010642.2",FALSE
"ZSCAN22","ZSCAN22",FALSE
"A1BG","A1BG",FALSE
"A1BG-AS1","A1BG-AS1",FALSE
"ZNF497","ZNF497",FALSE
"AC012313.2","AC012313.2",FALSE
"AC012313.6","AC012313.6",FALSE
"ZNF837","ZNF837",FALSE
"RPS5","RPS5",FALSE
"RNF225","RNF225",FALSE
"LINC02560","LINC02560",FALSE
"ZNF584","ZNF584",FALSE
"AC012313.1","AC012313.1",FALSE
"AC012313.5","AC012313.5",FALSE
"ZNF132","ZNF132",FALSE
"AC012313.8","AC012313.8",FALSE
"ZNF324B","ZNF324B",FALSE
"ZNF324","ZNF324",FALSE
"ZNF446","ZNF446",FALSE
"AC012313.7","AC012313.7",FALSE
"SLC27A5","SLC27A5",FALSE
"AC012313.9","AC012313.9",FALSE
"ZBTB45","ZBTB45",FALSE
"TRIM28","TRIM28",FALSE
"CHMP2A","CHMP2A",FALSE
"UBE2M","UBE2M",FALSE
"MZF1-AS1","MZF1-AS1",FALSE
"MZF1","MZF1",FALSE
"AC016629.2","AC016629.2",FALSE
"DEFB125","DEFB125",FALSE
"DEFB126","DEFB126",FALSE
"DEFB127","DEFB127",FALSE
"DEFB128","DEFB128",FALSE
"DEFB129","DEFB129",FALSE
"DEFB132","DEFB132",FALSE
"AL034548.1","AL034548.1",FALSE
"C20orf96","C20orf96",FALSE
"ZCCHC3","ZCCHC3",FALSE
"AL034548.2","AL034548.2",FALSE
"NRSN2-AS1","NRSN2-AS1",FALSE
"SOX12","SOX12",FALSE
"NRSN2","NRSN2",FALSE
"TRIB3","TRIB3",FALSE
"RBCK1","RBCK1",FALSE
"TBC1D20","TBC1D20",FALSE
"CSNK2A1","CSNK2A1",FALSE
"TCF15","TCF15",FALSE
"SRXN1","SRXN1",FALSE
"SCRT2","SCRT2",FALSE
"SLC52A3","SLC52A3",FALSE
"FAM110A","FAM110A",FALSE
"ANGPT4","ANGPT4",FALSE
"RSPO4","RSPO4",FALSE
"AL110114.1","AL110114.1",FALSE
"PSMF1","PSMF1",FALSE
"TMEM74B","TMEM74B",FALSE
"C20orf202","C20orf202",FALSE
"RAD21L1","RAD21L1",FALSE
"SNPH","SNPH",FALSE
"SDCBP2","SDCBP2",FALSE
"SDCBP2-AS1","SDCBP2-AS1",FALSE
"AL136531.1","AL136531.1",FALSE
"FKBP1A","FKBP1A",FALSE
"NSFL1C","NSFL1C",FALSE
"SIRPB2","SIRPB2",FALSE
"SIRPD","SIRPD",FALSE
"SIRPB1","SIRPB1",FALSE
"SIRPG","SIRPG",FALSE
"SIRPG-AS1","SIRPG-AS1",FALSE
"AL109809.5","AL109809.5",FALSE
"AL117335.1","AL117335.1",FALSE
"SIRPA","SIRPA",TRUE
"PDYN-AS1","PDYN-AS1",FALSE
"PDYN","PDYN",FALSE
"STK35","STK35",FALSE
"AL359916.1","AL359916.1",FALSE
"AL121899.3","AL121899.3",FALSE
"AL121899.4","AL121899.4",FALSE
"AL121899.1","AL121899.1",FALSE
"TGM3","TGM3",FALSE
"TGM6","TGM6",FALSE
"SNRPB","SNRPB",FALSE
"ZNF343","ZNF343",FALSE
"TMC2","TMC2",FALSE
"NOP56","NOP56",FALSE
"IDH3B","IDH3B",FALSE
"AL049712.1","AL049712.1",FALSE
"EBF4","EBF4",FALSE
"CPXM1","CPXM1",FALSE
"C20orf141","C20orf141",FALSE
"TMEM239","TMEM239",FALSE
"PCED1A","PCED1A",FALSE
"VPS16","VPS16",FALSE
"PTPRA","PTPRA",FALSE
"GNRH2","GNRH2",FALSE
"MRPS26","MRPS26",FALSE
"OXT","OXT",FALSE
"AVP","AVP",FALSE
"UBOX5-AS1","UBOX5-AS1",FALSE
"UBOX5","UBOX5",FALSE
"FASTKD5","FASTKD5",FALSE
"LZTS3","LZTS3",FALSE
"DDRGK1","DDRGK1",FALSE
"ITPA","ITPA",FALSE
"SLC4A11","SLC4A11",FALSE
"AL109976.1","AL109976.1",FALSE
"C20orf194","C20orf194",FALSE
"ATRN","ATRN",FALSE
"GFRA4","GFRA4",FALSE
"ADAM33","ADAM33",TRUE
"SIGLEC1","SIGLEC1",TRUE
"HSPA12B","HSPA12B",FALSE
"C20orf27","C20orf27",FALSE
"SPEF1","SPEF1",FALSE
"CENPB","CENPB",FALSE
"CDC25B","CDC25B",TRUE
"LINC01730","LINC01730",FALSE
"AP5S1","AP5S1",FALSE
"MAVS","MAVS",TRUE
"AL353194.1","AL353194.1",FALSE
"PANK2","PANK2",FALSE
"AL031670.1","AL031670.1",FALSE
"RNF24","RNF24",TRUE
"AL356414.1","AL356414.1",FALSE
"SMOX","SMOX",FALSE
"LINC01433","LINC01433",FALSE
"ADRA1D","ADRA1D",FALSE
"AL139350.1","AL139350.1",FALSE
"AL121781.1","AL121781.1",FALSE
"PRNP","PRNP",FALSE
"PRND","PRND",FALSE
"PRNT","PRNT",FALSE
"AL133396.2","AL133396.2",FALSE
"RASSF2","RASSF2",FALSE
"SLC23A2","SLC23A2",FALSE
"AL121890.3","AL121890.3",FALSE
"AL121890.2","AL121890.2",FALSE
"AL121890.5","AL121890.5",FALSE
"AL121890.4","AL121890.4",FALSE
"TMEM230","TMEM230",FALSE
"PCNA","PCNA",FALSE
"CDS2","CDS2",FALSE
"PROKR2","PROKR2",FALSE
"AL121757.2","AL121757.2",FALSE
"AL121757.3","AL121757.3",FALSE
"LINC00658","LINC00658",FALSE
"AL121757.1","AL121757.1",FALSE
"LINC00654","LINC00654",FALSE
"LINC01729","LINC01729",FALSE
"AL109935.1","AL109935.1",FALSE
"GPCPD1","GPCPD1",FALSE
"SHLD1","SHLD1",FALSE
"CHGB","CHGB",FALSE
"TRMT6","TRMT6",FALSE
"MCM8","MCM8",FALSE
"MCM8-AS1","MCM8-AS1",FALSE
"AL035461.2","AL035461.2",FALSE
"CRLS1","CRLS1",FALSE
"LRRN4","LRRN4",FALSE
"AL118505.1","AL118505.1",FALSE
"FERMT1","FERMT1",FALSE
"CASC20","CASC20",FALSE
"LINC01713","LINC01713",FALSE
"BMP2","BMP2",TRUE
"AL096799.1","AL096799.1",FALSE
"LINC01428","LINC01428",FALSE
"AL080248.1","AL080248.1",FALSE
"LINC01751","LINC01751",FALSE
"LINC01706","LINC01706",FALSE
"HAO1","HAO1",FALSE
"TMX4","TMX4",FALSE
"AL021396.1","AL021396.1",FALSE
"PLCB1","PLCB1",FALSE
"PLCB1-IT1","PLCB1-IT1",FALSE
"PLCB4","PLCB4",TRUE
"LAMP5-AS1","LAMP5-AS1",FALSE
"LAMP5","LAMP5",FALSE
"PAK5","PAK5",FALSE
"AL353612.2","AL353612.2",FALSE
"AL353612.1","AL353612.1",FALSE
"AL034427.1","AL034427.1",FALSE
"PARAL1","PARAL1",FALSE
"ANKEF1","ANKEF1",FALSE
"SNAP25-AS1","SNAP25-AS1",FALSE
"AL354824.1","AL354824.1",FALSE
"AL354824.2","AL354824.2",FALSE
"SNAP25","SNAP25",FALSE
"AL023913.1","AL023913.1",FALSE
"MKKS","MKKS",FALSE
"AL034430.1","AL034430.1",FALSE
"AL034430.2","AL034430.2",FALSE
"SLX4IP","SLX4IP",FALSE
"JAG1","JAG1",TRUE
"AL050403.2","AL050403.2",FALSE
"LINC01752","LINC01752",FALSE
"AL135937.1","AL135937.1",FALSE
"AL050403.1","AL050403.1",FALSE
